nctid,neoplasm_category,neoplasm
NCT05529862,Neoplasms by Site,Breast Neoplasms
NCT06435689,Neoplasms by Site,Colonic Neoplasms
NCT06047080,Neoplasms by Histologic Type,Lymphoma
NCT01227889,Neoplasms by Site,Skin Neoplasms
NCT01227889,Neoplasms by Histologic Type,Melanoma
NCT06690489,Neoplasms by Site,Breast Neoplasms
NCT02307812,Neoplasms by Site,Esophageal Neoplasms
NCT02307812,Neoplasms by Histologic Type,Adenocarcinoma
NCT03138512,Neoplasms by Site,Kidney Neoplasms
NCT03138512,Neoplasms by Histologic Type,Carcinoma
NCT05374512,Neoplasms by Site,Breast Neoplasms
NCT05158712,Neoplasms by Histologic Type,Pheochromocytoma
NCT04299646,Neoplasms by Site,Kidney Neoplasms
NCT04299646,Neoplasms by Histologic Type,Carcinoma
NCT03925246,Neoplasms by Site,Brain Neoplasms
NCT03925246,Neoplasms by Histologic Type,Glioma
NCT05051046,Neoplasms by Site,Colorectal Neoplasms
NCT06189846,Neoplasms by Site,Rectal Neoplasms
NCT02124746,Neoplasms by Site,Polycythemia Vera
NCT02003612,Neoplasms by Histologic Type,Leukemia
NCT06349512,Neoplasms by Site,Breast Neoplasms
NCT03061812,Neoplasms by Site,Lung Neoplasms
NCT01152346,Precancerous Conditions,Preleukemia
NCT04355312,Cysts,Ovarian Cysts
NCT01828112,Neoplasms by Site,Lung Neoplasms
NCT02467946,Neoplasms by Histologic Type,Hodgkin Disease
NCT03305146,Neoplasms by Histologic Type,Cystadenoma
NCT03305146,Cysts,Cysts
NCT02199912,Neoplasms by Site,Colorectal Neoplasms
NCT06393946,Neoplasms by Site,Colorectal Neoplasms
NCT02883946,Neoplasms by Histologic Type,Leukemia
NCT05242146,Neoplasms by Histologic Type,Lymphoma
NCT04267146,Neoplasms by Histologic Type,Glioma
NCT02686346,Neoplasms by Histologic Type,Hodgkin Disease
NCT06776146,Neoplasms by Histologic Type,Adenocarcinoma
NCT04484246,Neoplasms by Site,Prostatic Neoplasms
NCT02842112,Neoplasms by Histologic Type,Leukemia
NCT02292446,Neoplasms by Site,Polycythemia Vera
NCT03297346,Neoplasms by Site,Breast Neoplasms
NCT02933346,Neoplasms by Site,Lung Neoplasms
NCT00861094,Neoplasms by Site,Esophageal Neoplasms
NCT03071094,Neoplasms by Site,Liver Neoplasms
NCT03071094,Neoplasms by Histologic Type,Carcinoma
NCT04914494,Neoplasms by Site,Breast Neoplasms
NCT02929394,Neoplasms by Histologic Type,Sarcoma
NCT00022594,Neoplasms by Site,Head and Neck Neoplasms
NCT00333294,Neoplasms by Site,Lung Neoplasms
NCT05500391,Neoplasms by Site,Gastrointestinal Neoplasms
NCT05500391,Neoplasms by Histologic Type,Adenocarcinoma
NCT04515394,Neoplasms by Site,Colorectal Neoplasms
NCT03410394,Neoplasms by Site,Endocrine Gland Neoplasms
NCT03977194,Neoplasms by Site,Lung Neoplasms
NCT03786094,Neoplasms by Site,Breast Neoplasms
NCT03613194,Neoplasms by Site,Colorectal Neoplasms
NCT00801294,Neoplasms by Site,Colorectal Neoplasms
NCT01786694,Neoplasms by Site,Rectal Neoplasms
NCT03474094,Neoplasms by Histologic Type,Sarcoma
NCT00542594,Neoplasms by Site,Breast Neoplasms
NCT01676194,Neoplasms by Site,Liver Neoplasms
NCT01676194,Neoplasms by Histologic Type,Carcinoma
NCT03397394,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03397394,Neoplasms by Histologic Type,Carcinoma
NCT00785694,Neoplasms by Site,Urinary Bladder Neoplasms
NCT05902494,Neoplasms by Histologic Type,"Carcinoma, Transitional Cell"
NCT06095089,Neoplasms by Site,Prostatic Neoplasms
NCT02617589,Neoplasms by Site,Brain Neoplasms
NCT02617589,Neoplasms by Histologic Type,Glioblastoma
NCT02364089,Neoplasms by Site,Adrenocortical Adenoma
NCT00942162,Neoplasms by Site,Skin Neoplasms
NCT00942162,Neoplasms by Histologic Type,Melanoma
NCT00774462,Neoplasms by Site,Myasthenia Gravis
NCT00774462,Paraneoplastic Syndromes,Paraneoplastic Syndromes
NCT04678362,Neoplasms by Histologic Type,Carcinoma
NCT01902680,Neoplasms by Site,Prostatic Neoplasms
NCT00700180,Neoplasms by Site,Lung Neoplasms
NCT00005062,Neoplasms by Site,Lung Neoplasms
NCT02285062,Neoplasms by Histologic Type,Lymphoma
NCT02131480,Neoplasms by Histologic Type,Leiomyosarcoma
NCT02216162,Neoplasms by Site,Breast Neoplasms
NCT04688762,Neoplasms by Site,Breast Neoplasms
NCT02810262,Neoplasms by Site,Lung Neoplasms
NCT02810262,Neoplasms by Histologic Type,Adenocarcinoma
NCT02810262,Neoplastic Processes,Neoplasm Metastasis
NCT01070862,Neoplasms by Histologic Type,Multiple Myeloma
NCT05059262,Neoplasms by Histologic Type,Giant Cell Tumors
NCT04300062,Neoplasms by Site,Lung Neoplasms
NCT05321862,Neoplasms by Histologic Type,Multiple Myeloma
NCT05321862,Neoplastic Processes,"Neoplasm, Residual"
NCT01674062,Neoplasms by Site,Breast Neoplasms
NCT02538666,Neoplasms by Site,Lung Neoplasms
NCT01506466,Neoplasms by Site,Breast Neoplasms
NCT03070366,Neoplasms by Site,Head and Neck Neoplasms
NCT03070366,Neoplasms by Histologic Type,Squamous Cell Carcinoma of Head and Neck
NCT04478266,Neoplasms by Site,Breast Neoplasms
NCT05896566,Neoplasms by Site,Breast Neoplasms
NCT04358666,Neoplasms by Site,Brain Neoplasms
NCT04358666,Neoplastic Processes,Neoplasm Metastasis
NCT04257526,Neoplasms by Site,Colorectal Neoplasms
NCT05592626,Neoplasms by Site,Lung Neoplasms
NCT05592626,Neoplasms by Histologic Type,Carcinoma
NCT06418126,Neoplasms by Site,Breast Neoplasms
NCT01671826,Neoplasms by Histologic Type,Multiple Myeloma
NCT03589326,Neoplasms by Histologic Type,Leukemia
NCT03744026,Neoplasms by Histologic Type,Glioblastoma
NCT00829166,Neoplasms by Site,Breast Neoplasms
NCT01046266,Neoplasms by Site,Head and Neck Neoplasms
NCT01046266,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT01393366,Neoplasms by Histologic Type,"Leukemia, Lymphocytic, Chronic, B-Cell"
NCT04113226,Neoplasms by Histologic Type,Lymphoma
NCT04609826,Neoplasms by Histologic Type,Leukemia
NCT04609826,Precancerous Conditions,Preleukemia
NCT04052126,Neoplasms by Site,Hematologic Neoplasms
NCT04052126,Neoplasms by Histologic Type,"Lymphoma, Non-Hodgkin"
NCT01524926,Neoplasms by Site,Kidney Neoplasms
NCT01524926,Neoplasms by Histologic Type,Sarcoma
NCT00764166,Neoplasms by Histologic Type,Adenocarcinoma
NCT04844866,Neoplasms by Histologic Type,Lymphoma
NCT02447666,Neoplasms by Histologic Type,Leukemia
NCT02447666,Precancerous Conditions,Preleukemia
NCT01125566,Neoplasms by Site,Breast Neoplasms
NCT06643026,Neoplasms by Site,Gastrointestinal Neoplasms
NCT04108026,Neoplasms by Site,Lung Neoplasms
NCT03370926,Neoplasms by Histologic Type,Glioblastoma
NCT00014326,Neoplasms by Histologic Type,Lymphoma
NCT06415266,Neoplasms by Site,Breast Neoplasms
NCT01401166,Neoplasms by Site,Breast Neoplasms
NCT04946266,Neoplasms by Site,Kidney Neoplasms
NCT04946266,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT05111626,Neoplasms by Site,Stomach Neoplasms
NCT05111626,Neoplasms by Histologic Type,Adenocarcinoma
NCT01437566,Neoplasms by Site,Breast Neoplasms
NCT01788566,Neoplasms by Site,Lung Neoplasms
NCT04157166,Neoplastic Processes,Neoplasm Metastasis
NCT04971226,Neoplasms by Histologic Type,Leukemia
NCT00063726,Neoplasms by Histologic Type,Multiple Myeloma
NCT00086866,Neoplasms by Site,Skin Neoplasms
NCT00086866,Neoplasms by Histologic Type,Melanoma
NCT04704466,Neoplasms by Site,Head and Neck Neoplasms
NCT00005826,Neoplasms by Site,Nervous System Neoplasms
NCT00005826,Neoplasms by Histologic Type,Glioblastoma
NCT00848926,Neoplasms by Histologic Type,Lymphoma
NCT05968326,Neoplasms by Histologic Type,Adenocarcinoma
NCT04278326,Neoplasms by Site,Uterine Cervical Neoplasms
NCT04278326,Precancerous Conditions,Uterine Cervical Dysplasia
NCT05308966,Neoplasms by Site,Lung Neoplasms
NCT05308966,Neoplasms by Histologic Type,Mesothelioma
NCT00358566,Neoplasms by Site,Pancreatic Neoplasms
NCT05687266,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT04109066,Neoplasms by Site,Breast Neoplasms
NCT02979366,Neoplasms by Histologic Type,Leukemia
NCT02979366,Precancerous Conditions,Preleukemia
NCT01732926,Neoplasms by Histologic Type,Lymphoma
NCT00562666,Neoplasms by Site,Liver Neoplasms
NCT00562666,Neoplasms by Histologic Type,Carcinoma
NCT05663866,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT05740566,Neoplasms by Site,Lung Neoplasms
NCT03026166,Neoplasms by Site,Lung Neoplasms
NCT03293966,"Neoplasms, Second Primary","Neoplasms, Second Primary"
NCT02820857,Neoplasms by Histologic Type,Carcinoma
NCT05621148,Neoplasms by Histologic Type,"Leukemia, Lymphoid"
NCT01826448,Neoplasms by Site,Skin Neoplasms
NCT01826448,Neoplasms by Histologic Type,Melanoma
NCT03844048,Neoplasms by Histologic Type,Leukemia
NCT03832348,Neoplasms by Site,Lung Neoplasms
NCT02985957,Neoplasms by Site,Prostatic Neoplasms
NCT01063257,Precancerous Conditions,Preleukemia
NCT01743248,Neoplasms by Site,Cranial Nerve Neoplasms
NCT01743248,Neoplasms by Histologic Type,Neurilemmoma
NCT01392274,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT00539474,Neoplasms by Site,Breast Neoplasms
NCT01067274,Neoplasms by Histologic Type,Leukemia
NCT02599974,Neoplasms by Site,Breast Neoplasms
NCT01849874,Neoplasms by Site,Ovarian Neoplasms
NCT01849874,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT05180565,Neoplasms by Site,Colorectal Neoplasms
NCT03225365,Neoplasms by Site,Skin Neoplasms
NCT03225365,Neoplasms by Histologic Type,Melanoma
NCT00219765,Neoplasms by Histologic Type,Leukemia
NCT01364857,Neoplasms by Histologic Type,"Hemangioma, Capillary"
NCT05678257,Neoplasms by Site,Colorectal Neoplasms
NCT05678257,Neoplasms by Histologic Type,Adenocarcinoma
NCT02837757,Neoplasms by Site,Kidney Neoplasms
NCT04089748,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03591848,Neoplasms by Site,Breast Neoplasms
NCT00999830,Neoplasms by Histologic Type,Multiple Myeloma
NCT04432857,Neoplasms by Site,Triple Negative Breast Neoplasms
NCT01745757,Neoplasms by Site,Breast Neoplasms
NCT04748848,Neoplasms by Histologic Type,Leukemia
NCT01584648,Neoplasms by Site,Skin Neoplasms
NCT01584648,Neoplasms by Histologic Type,Melanoma
NCT05028348,Neoplasms by Histologic Type,Multiple Myeloma
NCT02411448,Neoplasms by Site,Lung Neoplasms
NCT05049148,Neoplasms by Site,Brain Neoplasms
NCT00738530,Neoplasms by Site,Kidney Neoplasms
NCT00738530,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT04001257,Neoplasms by Histologic Type,Glioma
NCT01188330,Neoplasms by Histologic Type,Leukemia
NCT00596830,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT00596830,Neoplasms by Histologic Type,Carcinoma
NCT03503630,Neoplasms by Site,Rectal Neoplasms
NCT03503630,Neoplasms by Histologic Type,Adenocarcinoma
NCT00723957,Neoplasms by Site,Lung Neoplasms
NCT03284957,Neoplasms by Site,Breast Neoplasms
NCT06211257,Neoplasms by Histologic Type,Sarcoma
NCT05665348,Neoplasms by Site,Liver Neoplasms
NCT05665348,Neoplasms by Histologic Type,Carcinoma
NCT05665348,Neoplastic Processes,Neoplasm Metastasis
NCT04884048,Neoplasms by Site,Bone Neoplasms
NCT01658930,Neoplasms by Site,Uterine Cervical Neoplasms
NCT02207530,Neoplasms by Site,Head and Neck Neoplasms
NCT02207530,Neoplasms by Histologic Type,Carcinoma
NCT04919226,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT02837926,Neoplasms by Site,Uterine Cervical Neoplasms
NCT02369757,Neoplasms by Site,Colorectal Neoplasms
NCT05907057,Neoplasms by Histologic Type,Leukemia
NCT03301857,Neoplasms by Site,Bone Neoplasms
NCT03301857,Neoplasms by Histologic Type,Giant Cell Tumors
NCT02049957,Neoplasms by Site,Breast Neoplasms
NCT00189657,Neoplasms by Site,Rectal Neoplasms
NCT04945148,Neoplasms by Histologic Type,Glioblastoma
NCT05193448,Neoplasms by Histologic Type,"Leukemia, Myeloid, Acute"
NCT06251648,Neoplasms by Histologic Type,Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCT03535948,Neoplasms by Histologic Type,Lymphoma
NCT04895748,Neoplasms by Site,Kidney Neoplasms
NCT04895748,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT02989857,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT02672657,Neoplasms by Site,Colorectal Neoplasms
NCT01572857,Neoplasms by Histologic Type,Multiple Myeloma
NCT05055648,Neoplasms by Site,Esophageal Neoplasms
NCT01354457,Neoplasms by Histologic Type,Leukemia
NCT02100657,Neoplasms by Histologic Type,Multiple Myeloma
NCT02875548,Neoplasms by Histologic Type,Lymphoma
NCT01363466,Neoplasms by Site,Uterine Cervical Neoplasms
NCT01363466,Neoplasms by Histologic Type,Carcinoma
NCT06247826,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT02477826,Neoplasms by Site,Lung Neoplasms
NCT06347926,Neoplasms by Site,Breast Neoplasms
NCT03932526,Neoplasms by Site,Breast Neoplasms
NCT00943826,Neoplasms by Histologic Type,Glioblastoma
NCT05206357,Neoplasms by Histologic Type,Lymphoma
NCT03141957,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT02785757,Neoplasms by Histologic Type,Adenocarcinoma
NCT02130557,Neoplasms by Histologic Type,Leukemia
NCT05236257,Neoplasms by Histologic Type,Fibrosarcoma
NCT02844257,Neoplasms by Histologic Type,Leukemia
NCT03778957,Neoplasms by Site,Liver Neoplasms
NCT03778957,Neoplasms by Histologic Type,Carcinoma
NCT03706157,Neoplasms by Site,Liver Neoplasms
NCT03706157,Neoplasms by Histologic Type,"Carcinoma, Hepatocellular"
NCT03734757,Neoplasms by Site,Prostatic Neoplasms
NCT01345357,Neoplasms by Histologic Type,Lymphoma
NCT03519048,Neoplasms by Site,Head and Neck Neoplasms
NCT03519048,Neoplasms by Histologic Type,Carcinoma
NCT01916057,Neoplasms by Site,Hematologic Neoplasms
NCT04720157,Neoplasms by Site,Prostatic Neoplasms
NCT03561857,Neoplasms by Site,Prostatic Neoplasms
NCT03349957,Neoplasms by Site,Liver Neoplasms
NCT03349957,Neoplasms by Histologic Type,"Carcinoma, Hepatocellular"
NCT06195657,Neoplasms by Site,Lung Neoplasms
NCT04487457,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT03340766,Neoplasms by Histologic Type,Lymphoma
NCT04965766,Neoplasms by Site,Breast Neoplasms
NCT04220866,Neoplasms by Site,Head and Neck Neoplasms
NCT04220866,Neoplasms by Histologic Type,Carcinoma
NCT05201066,Neoplasms by Histologic Type,"Leukemia, Myelomonocytic, Chronic"
NCT01098266,Neoplasms by Site,Lung Neoplasms
NCT01098266,Neoplasms by Histologic Type,Mesothelioma
NCT03391466,Neoplasms by Histologic Type,Lymphoma
NCT01606566,Neoplasms by Site,Head and Neck Neoplasms
NCT01606566,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT05788926,Neoplasms by Site,Lung Neoplasms
NCT02213926,Neoplasms by Histologic Type,Lymphoma
NCT04982926,Neoplasms by Histologic Type,Glioblastoma
NCT04852926,Neoplasms by Site,Breast Neoplasms
NCT02970526,Neoplasms by Site,Colorectal Neoplasms
NCT02905266,Neoplasms by Site,Skin Neoplasms
NCT02905266,Neoplasms by Histologic Type,Melanoma
NCT05038826,Neoplasms by Site,Lung Neoplasms
NCT00002926,Neoplasms by Histologic Type,Leukemia
NCT00002926,Precancerous Conditions,Preleukemia
NCT04952766,Neoplasms by Site,Hematologic Neoplasms
NCT05104866,Neoplasms by Site,Breast Neoplasms
NCT04822766,Neoplasms by Histologic Type,Leukemia
NCT02528266,Neoplasms by Histologic Type,Neuroma
NCT03615326,Neoplasms by Site,Esophageal Neoplasms
NCT03615326,Neoplasms by Histologic Type,Adenocarcinoma
NCT04035226,Neoplasms by Histologic Type,Multiple Myeloma
NCT04647526,Neoplasms by Site,Prostatic Neoplasms
NCT03604666,Neoplasms by Site,Breast Neoplasms
NCT00930566,Neoplasms by Site,Hematologic Neoplasms
NCT03017326,Neoplasms by Site,Liver Neoplasms
NCT03017326,Neoplasms by Histologic Type,"Carcinoma, Hepatocellular"
NCT00388726,Neoplasms by Site,Breast Neoplasms
NCT02818426,Neoplasms by Site,Lung Neoplasms
NCT03006926,Neoplasms by Site,Liver Neoplasms
NCT03006926,Neoplasms by Histologic Type,Carcinoma
NCT05249426,Neoplasms by Site,Head and Neck Neoplasms
NCT05249426,Neoplasms by Histologic Type,Carcinoma
NCT00006026,Neoplasms by Site,Urinary Bladder Neoplasms
NCT00006026,Neoplasms by Histologic Type,"Carcinoma, Transitional Cell"
NCT00222066,Cysts,Cysts
NCT02441166,Neoplasms by Histologic Type,Mastocytosis
NCT00664326,Neoplasms by Site,Kidney Neoplasms
NCT00664326,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT04023526,Neoplasms by Histologic Type,Leukemia
NCT02875626,Neoplasms by Site,Breast Neoplasms
NCT06024226,Neoplasms by Site,Lung Neoplasms
NCT03546166,Neoplasms by Histologic Type,Carcinoma
NCT00384826,Neoplasms by Site,Lung Neoplasms
NCT00384826,Neoplasms by Histologic Type,Adenocarcinoma
NCT03419026,Neoplasms by Site,Breast Neoplasms
NCT04590326,Neoplasms by Site,Endometrial Neoplasms
NCT01908426,Neoplasms by Site,Liver Neoplasms
NCT01908426,Neoplasms by Histologic Type,Carcinoma
NCT02638766,Neoplasms by Site,Gastrointestinal Neoplasms
NCT02638766,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT01935466,Neoplasms by Site,Urinary Bladder Neoplasms
NCT00020826,Neoplasms by Site,Stomach Neoplasms
NCT02039726,Neoplasms by Histologic Type,Leukemia
NCT04109326,Neoplasms by Site,Breast Neoplasms
NCT05025826,Neoplasms by Site,Intestinal Neoplasms
NCT04838626,Neoplasms by Site,Prostatic Neoplasms
NCT06225726,Neoplasms by Site,Urinary Bladder Neoplasms
NCT01792726,Neoplasms by Site,Breast Neoplasms
NCT03412266,Precancerous Conditions,Preleukemia
NCT01093066,Neoplasms by Histologic Type,Carcinoma
NCT00652366,Neoplasms by Site,Pancreatic Neoplasms
NCT01077726,Neoplasms by Site,Breast Neoplasms
NCT02941926,Neoplasms by Site,Breast Neoplasms
NCT05696626,Neoplasms by Site,Breast Neoplasms
NCT03114826,Neoplasms by Site,Kidney Neoplasms
NCT03114826,Neoplasms by Histologic Type,Carcinoma
NCT02596126,Neoplastic Processes,Neoplasm Metastasis
NCT01102426,Neoplasms by Histologic Type,Multiple Myeloma
NCT03551626,Neoplasms by Site,Skin Neoplasms
NCT03551626,Neoplasms by Histologic Type,Melanoma
NCT03760926,Cysts,Polycystic Ovary Syndrome
NCT00058526,Neoplasms by Site,Breast Neoplasms
NCT03221426,Neoplasms by Histologic Type,Adenocarcinoma
NCT02478957,Neoplasms by Histologic Type,Mastocytosis
NCT01632930,Neoplasms by Site,Prostatic Neoplasms
NCT00160030,Neoplasms by Site,Esophageal Neoplasms
NCT00890825,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT04031625,Neoplasms by Site,Colorectal Neoplasms
NCT00090025,Neoplasms by Site,Biliary Tract Neoplasms
NCT03761225,Neoplasms by Site,Prostatic Neoplasms
NCT02855125,Neoplasms by Site,Lung Neoplasms
NCT00634725,Neoplasms by Site,Pancreatic Neoplasms
NCT02662725,Neoplasms by Site,Brain Neoplasms
NCT02662725,Neoplasms by Histologic Type,Melanoma
NCT02662725,Neoplastic Processes,Neoplasm Metastasis
NCT05054725,Neoplasms by Site,Lung Neoplasms
NCT00014625,Neoplasms by Site,Skin Neoplasms
NCT00014625,Neoplasms by Histologic Type,Melanoma
NCT00480025,Neoplasms by Site,Lung Neoplasms
NCT00373425,Neoplasms by Site,Lung Neoplasms
NCT04617925,Neoplasms by Histologic Type,Immunoglobulin Light-chain Amyloidosis
NCT03785925,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03785925,Neoplastic Processes,Neoplasm Metastasis
NCT03237325,Neoplasms by Histologic Type,Carcinoma
NCT02900625,Neoplastic Processes,"Neoplasm, Residual"
NCT03085225,Neoplasms by Site,Ovarian Neoplasms
NCT03085225,Neoplasms by Histologic Type,Carcinoma
NCT01772225,Neoplasms by Site,Lung Neoplasms
NCT06118125,Neoplasms by Site,Colorectal Neoplasms
NCT03965325,Neoplasms by Site,Colorectal Neoplasms
NCT06670222,Precancerous Conditions,Preleukemia
NCT05475925,Neoplasms by Histologic Type,Lymphoma
NCT04357925,Neoplasms by Site,Prostatic Neoplasms
NCT01111825,Neoplasms by Site,Breast Neoplasms
NCT05665322,Neoplasms by Site,Colorectal Neoplasms
NCT01456325,Neoplasms by Site,Lung Neoplasms
NCT01456325,Neoplastic Processes,Neoplasm Metastasis
NCT06421025,Neoplasms by Site,Polycythemia Vera
NCT02462525,Neoplasms by Histologic Type,Multiple Myeloma
